ROC-AUC,Gini,PR-AUC,Precision,Recall,F1,TN,FP,FN,TP,Модель,Число признаков,Gini: среднее по фолдам,Gini: std по фолдам,PR-AUC: среднее по фолдам,PR-AUC: std по фолдам,Recall: среднее по фолдам,"Время обучения CV, сек","Время прогноза CV, сек",Медиана лучшей итерации
0.9019949389400138,0.8039898778800276,0.599272571465239,0.7122550372619376,0.368445475638051,0.48566118521655255,257429,4170,17693,10322,XGBoost,47,0.8040512380112004,0.005954702591420448,0.5993266746886239,0.007202364981127919,0.36844547148052637,74.37654830003157,0.822979899996426,417
0.901889845346068,0.803779690692136,0.6009611167645167,0.7226495726495726,0.36216312689630553,0.48251099750326953,257705,3894,17869,10146,CatBoost,47,0.803798341149033,0.006702321910834058,0.6009912178898057,0.008186175312192664,0.36216302079483564,244.3623884000117,0.16839809995144606,607
0.9016814744430963,0.8033629488861926,0.5977502140482541,0.7156461625282167,0.36212743173300016,0.4809082505747671,257568,4031,17870,10145,LightGBM,47,0.8034930674469272,0.005587697539512171,0.5979194743955664,0.007646091114804174,0.36212748871613787,77.21006480004871,4.092503599997144,456
